id:CBS20001006.1000.0074-EV1	 text:刚刚宣誓就任的 行政院长张俊雄也应邀参加成立典礼并且致词表示，我们的政治文化过去是以对抗、对立没有合 作的文化，以致于付出了很大的代价，但是现在环境不同了，应该以合作代替对抗	 trigger:成立	 sub_type:Start-Org
id:CBS20001106.1000.1007-EV4	 text:伊拉克新闻社表示，这 两架飞机分别从首都巴格达重新开幕的海山国际机场起飞，一架飞往距离巴格达600公里的南部城 市巴斯拉，另外一架向北飞往距离首都450公里的摩斯沃尔	 trigger:飞往	 sub_type:Transport
id:CBS20001106.1000.1007-EV5	 text:伊拉克新闻社表示，这 两架飞机分别从首都巴格达重新开幕的海山国际机场起飞，一架飞往距离巴格达600公里的南部城 市巴斯拉，另外一架向北飞往距离首都450公里的摩斯沃尔	 trigger:飞往	 sub_type:Transport
id:CBS20001106.1000.1007-EV6	 text:伊拉克新闻社表示，这 两架飞机分别从首都巴格达重新开幕的海山国际机场起飞，一架飞往距离巴格达600公里的南部城 市巴斯拉，另外一架向北飞往距离首都450公里的摩斯沃尔	 trigger:起飞	 sub_type:Transport
id:CBS20001109.1000.0114-EV1	 text:而美商雅虎公司宣布并购台湾最大的入口网站奇摩站，震撼网路市场	 trigger:并购	 sub_type:Merge-Org
id:CBS20001109.1000.0114-EV2	 text:因此 网站公司会思考类似购并计划	 trigger:购并	 sub_type:Merge-Org
id:CBS20001109.1000.0114-EV3	 text:我想未来还会看到许多会有这样并购或是收编，或者 是靠航，最后可能会形成几个集团的情形	 trigger:形成	 sub_type:Start-Org
id:CBS20001109.1000.0114-EV4	 text:例如与其他国家较小的网站形成跨国性的联盟，或 是透过肄业联盟的方式来维持竞争力	 trigger:形成	 sub_type:Start-Org
id:CBS20001109.1000.0496-EV1	 text:四海帮帮主杨光南在上海再度被捕	 trigger:被捕	 sub_type:Arrest-Jail
id:CBS20001109.1000.0496-EV2	 text:上海公安顺势将他们一网成擒，杨光南也成为不受 欢迎人士，遣返出境到澳门	 trigger:到	 sub_type:Extradite
id:CBS20001109.1000.0496-EV3	 text:内政部警政署刑事警察局明年将以打击毒品犯罪名义 派遣5名干员赴大陆与中国公安合作打击海峡两岸犯罪	 trigger:赴	 sub_type:Transport
id:CBS20001109.1000.0496-EV4	 text:刑事局侦察科科长高政生表示，虽然海基会还没有接获大陆海协会通知，有 关杨光南等黑社会分子在上海遭中共公安逮捕的消息，但是今后刑事组透过私人管道查证，已经 证实杨光南在上海被捕	 trigger:逮捕	 sub_type:Arrest-Jail
id:CBS20001109.1000.0496-EV5	 text:刑事警察局侦察科已经去函海 峡交流基金会，要求海基会协调大陆海峡两岸关系协会将日前被中共公安逮捕的四海帮帮主杨光 南等人遣返回台湾	 trigger:去函	 sub_type:Phone-Write
id:CBS20001109.1000.0496-EV6	 text:刑事警察局侦察科已经去函海 峡交流基金会，要求海基会协调大陆海峡两岸关系协会将日前被中共公安逮捕的四海帮帮主杨光 南等人遣返回台湾	 trigger:回	 sub_type:Transport
id:CBS20001109.1000.0496-EV7	 text:去年3月间杨光南首度在上海被捕	 trigger:被捕	 sub_type:Arrest-Jail
id:CBS20001109.1000.0496-EV8	 text:去年3月间杨光南首度在上海被捕，根据指出，是参加四海帮元老老贾亲戚的婚礼之后转往金色年 代酒店时，在店内碰上了本省踞龙头地位的天道盟	 trigger:转往	 sub_type:Transport
id:CBS20001109.1000.0496-EV9	 text:由于双方早先为了抢占上海地盘存有心结， 当时言谈之间再度爆发了不愉快，大打出手	 trigger:大打出手	 sub_type:Attack
id:CBS20001109.1000.0496-EV10	 text:上海公安顺势将他们一网成擒，杨光南也成为不受 欢迎人士，遣返出境到澳门	 trigger:一网成擒	 sub_type:Arrest-Jail
id:CBS20001109.1000.1047-EV1	 text:埃斯特拉达解释，当辛森试图将这2亿比索的汇款给他的时候，他不愿意接受，因为当时他还 是市长的身份，而他表示不会接触非法的钱，尤其他是总统	 trigger:给	 sub_type:Transfer-Money
id:CBS20001109.1000.1047-EV2	 text:这是埃斯特 拉达第一次针对辛森曾上个月指控他收取非法赌博业者800万美元的贿赂作出直接的回应	 trigger:收取	 sub_type:Transfer-Money
id:CBS20001109.1000.1047-EV3	 text:埃斯特拉达在接受三家电视台的访问时表示，他这位过去 的酒友，也就是省长辛森曾经将从非法赌博业者所取得的汇款存入一间银行的账户	 trigger:取得	 sub_type:Transfer-Money
id:CBS20001109.1000.1047-EV4	 text:有关于埃斯特拉达收取贿赂的指控已经引发各界要 求埃斯特拉达下台	 trigger:下台	 sub_type:End-Position
id:CBS20001109.1000.1047-EV5	 text:现年63岁的埃斯特拉达否认这项指控，并且誓言会在将来参议院的弹劾审判当中为自己强烈的辩 护	 trigger:指控	 sub_type:Sue
id:CBS20001109.1000.1047-EV6	 text:现年63岁的埃斯特拉达否认这项指控，并且誓言会在将来参议院的弹劾审判当中为自己强烈的辩 护	 trigger:审判	 sub_type:Trial-Hearing
id:CBS20001109.1000.1047-EV7	 text:他并且重申 ，他无罪，也不会辞职下台	 trigger:辞职	 sub_type:End-Position
id:CBS20001109.1000.1047-EV8	 text:埃斯特拉达表示，他后来将这笔汇 款放到了一个回教少年奖学金中	 trigger:放到	 sub_type:Transfer-Money
id:CBS20001111.1000.1024-EV1	 text:示威群众的车队喧嚣绕行首府班达雅奇市街道时警 方也没有采取任何的阻止行动	 trigger:示威	 sub_type:Demonstrate
id:CBS20001111.1000.1024-EV2	 text:不过根据警方和居民的报告，在全省各地又有5个人丧生	 trigger:丧生	 sub_type:Die
id:CBS20001111.1000.1024-EV3	 text:死的示 威民众从8号开始班达雅奇集会以来的死亡人数增加到了31人	 trigger:死亡	 sub_type:Die
id:CBS20001111.1000.1024-EV4	 text:死的示 威民众从8号开始班达雅奇集会以来的死亡人数增加到了31人	 trigger:集会	 sub_type:Demonstrate
id:CBS20001111.1000.1024-EV5	 text:10号是这次示威大会的第一天，雅奇省的警方发言人估计有38万800 千的民众参加，他们不畏铁丝网、枪击和军警所设的路障，由各地涌进了市区	 trigger:涌进	 sub_type:Transport
id:CBS20001112.1000.0688-EV1	 text:美国“雅虎”创办人杨志远9号在台湾宣布并购台湾第一大入口网站精诚资讯奇摩站	 trigger:并购	 sub_type:Merge-Org
id:CBS20001113.1000.0822-EV1	 text:奥地利一处滑雪胜地的登山缆车11号在阿尔卑斯山隧道发生缆车失火 惨剧。事发后有18名乘客及时逃脱存活，以至有155人不幸罹难	 trigger:罹难	 sub_type:Die
id:CBS20001113.1000.0822-EV2	 text:德国媒体在13号报道指出，1999年世界女子花式滑雪冠军施密特跟她的双亲都不幸在这场灾难中 罹难	 trigger:罹难	 sub_type:Die
id:CBS20001115.1000.0751-EV1	 text:但是武绍祖做梦也没有想到“法轮功”会包围中南海 ，引来中共总书记江泽民的大怒。圈定“法轮功”为邪教，而被摘掉体育总局局长的乌纱帽	 trigger:摘掉	 sub_type:End-Position
id:CBS20001115.1000.0751-EV2	 text:根据多维社今天引述北京消息人士指出，因为支持“法轮功”以及其它气功团体活动而被免去中 共国家体育总局局长的武绍祖，月前已经被安排出任中共中央直属机关党委第二副书记，仍然享 受部级的待遇	 trigger:出任	 sub_type:Start-Position
id:CBS20001115.1000.0751-EV3	 text:他的 父亲武云甫曾经担任中共中央军委秘书长	 trigger:担任	 sub_type:Start-Position
id:CBS20001115.1000.0751-EV4	 text:武绍祖得此避应而少年得志，26岁的时候就担任中共 全国学联主席，全国人大代表。后来又出任国务院副总理王震的秘书。1985年更是升任国防科工 委政委和中共中央委员	 trigger:担任	 sub_type:Start-Position
id:CBS20001115.1000.0751-EV5	 text:武绍祖得此避应而少年得志，26岁的时候就担任中共 全国学联主席，全国人大代表。后来又出任国务院副总理王震的秘书	 trigger:出任	 sub_type:Start-Position
id:CBS20001115.1000.0751-EV6	 text:武绍祖得此避应而少年得志，26岁的时候就担任中共 全国学联主席，全国人大代表。后来又出任国务院副总理王震的秘书。1985年更是升任国防科工 委政委和中共中央委员	 trigger:升任	 sub_type:Start-Position
id:CBS20001115.1000.0751-EV7	 text:在国际科工委期间，武绍祖就参预气功活动。1988年转任体委主任，也继续推动气功活动	 trigger:转任	 sub_type:Start-Position
id:CBS20001118.1000.0154-EV1	 text:而且根据他的了解，红利半 导体并没有来自台湾的资金，王文阳只是以个人的身份单纯的出任上海红利半导体的执行长兼总 经理	 trigger:出任	 sub_type:Start-Position
id:CBS20001118.1000.0340-EV1	 text:南朝鲜《日报》：南韩执政新千年民主党国会议员占领国会办公室，阻止反对党的提案弹劾检查 长	 trigger:占领	 sub_type:Transport
id:CBS20001120.1000.0823-EV1	 text:亚提凯指控巴勒斯坦方面说：“巴勒斯坦自治政府默许这些恐怖分子采取行动，这起炸弹 攻击事件除了造成2个人死亡之外，同时也使得13人受伤	 trigger:死亡	 sub_type:Die
id:CBS20001120.1000.0823-EV2	 text:亚提凯指控巴勒斯坦方面说：“巴勒斯坦自治政府默许这些恐怖分子采取行动，这起炸弹 攻击事件除了造成2个人死亡之外，同时也使得13人受伤	 trigger:攻击	 sub_type:Attack
id:CBS20001120.1000.0823-EV3	 text:以色列军 方发言人亚提凯表示：巴勒斯坦自治政府应该要负起责任，因为他们将恐怖分子从监狱当中释放 出来	 trigger:出来	 sub_type:Transport
id:CBS20001120.1000.0823-EV4	 text:亚提凯指控巴勒斯坦方面说：“巴勒斯坦自治政府默许这些恐怖分子采取行动，这起炸弹 攻击事件除了造成2个人死亡之外，同时也使得13人受伤	 trigger:受伤	 sub_type:Injure
id:CBS20001120.1000.0823-EV5	 text:根据以色列电台稍早前报道，这起爆炸案的目标给人是针对一辆从一处犹太人屯垦区出发，载着 许多学童的巴士	 trigger:出发	 sub_type:Transport
id:CBS20001120.1000.0823-EV6	 text:在事件发生之后一名匿名人士打电话给记者说，他代表自称 为阿卡沙信道者的团体宣称这起攻击事件是他们所为	 trigger:打电话	 sub_type:Phone-Write
id:CBS20001120.1000.0823-EV7	 text:根据以色列电台稍早前报道，这起爆炸案的目标给人是针对一辆从一处犹太人屯垦区出发，载着 许多学童的巴士	 trigger:爆炸	 sub_type:Attack
id:CBS20001123.1000.1060-EV1	 text:虽然审判已经完结，但是法院并没 有宣判，估计1个星期之后才会宣判	 trigger:宣判	 sub_type:Sentence
id:CBS20001123.1000.1060-EV2	 text:这次却加以 审判，显示中共当局想以此来吓阻海外法轮功学员在境内的活动	 trigger:审判	 sub_type:Trial-Hearing
id:CBS20001123.1000.1060-EV3	 text:虽然审判已经完结，但是法院并没 有宣判，估计1个星期之后才会宣判	 trigger:宣判	 sub_type:Sentence
id:CBS20001123.1000.1060-EV4	 text:信息中心指出，37岁的彭春燕从大陆移居美国已经有8年了，目前拥有绿卡	 trigger:移居	 sub_type:Transport
id:CBS20001123.1000.1060-EV5	 text:当局拘捕他们之后几天内就会将他们驱逐出境了事	 trigger:拘捕	 sub_type:Arrest-Jail
id:CBS20001123.1000.1060-EV6	 text:北京检察院指彭春燕今年2月携带数码相机对中共镇压法轮功情况拍照之后再 交给海外媒体发表，构成了“刺探情报罪	 trigger:构成	 sub_type:Charge-Indict
id:CBS20001124.0800.0927-EV1	 text:结果显示法官的评价落差极大，而且出现了有案在身的法官继续审案的 现象	 trigger:审	 sub_type:Trial-Hearing
id:CBS20001124.0800.0927-EV2	 text:在法院判案的时候，当事人委托你的时候，他问你‘你认为我有希望吗	 trigger:判	 sub_type:Trial-Hearing
id:CBS20001124.0800.0927-EV3	 text:更甚者还有涉案的法官去逝后改当律师职业的怪 现象	 trigger:去逝	 sub_type:Die
id:CBS20001124.0800.0927-EV4	 text:林永忠表示，一般公务员只要一旦被起诉，就算没有被羁押也会遭到停职处分，直到无罪 确定之后才能复职	 trigger:起诉	 sub_type:Sue
id:CBS20001124.0800.0927-EV5	 text:林永忠表示，一般公务员只要一旦被起诉，就算没有被羁押也会遭到停职处分，直到无罪 确定之后才能复职	 trigger:羁押	 sub_type:Arrest-Jail
id:CBS20001124.0800.0927-EV6	 text:林永忠表示，一般公务员只要一旦被起诉，就算没有被羁押也会遭到停职处分，直到无罪 确定之后才能复职	 trigger:停职	 sub_type:End-Position
